participant_id,state,urbanicity,parent_relationship,parent_education,hh_income,parent_ethnicity,parent_employment,hs_type,parenting_course,childdev_course,hs_parenting_support,hs_parenting_support_reason,hs_parenting_anti_reason,hs_childdev_support,hs_childdev_support_reason,hs_childdev_anti_reason,parenting_source,source_trusted,source_freq,parenting_attitude1,parenting_attitude2,parenting_attitude3,parenting_attitude4,parenting_attitude5,parenting_attitude6,parenting_attitude7,parenting_attitude8,parenting_attitude9,parenting_attitude10,parenting_attitude11,parenting_attitude12,parenting_attitude13,parenting_attitude14,parenting_attitude15,parenting_attitude16,parenting_attitude17,parenting_attitude18,parenting_attitude19,topics_important,topics_unimportant,teaching_parenting_importance,teaching_childdev_importance,parent_style_strict,parent_style_warmth,parent_style_negotiate,parent_style_permissive,parent_style_connection,parent_style_explainrules
P030,Louisiana,Suburban,Father,High school diploma/GED,"35,000 – 65,000 USD",African-American,"Full-time job,Student",Public,No,No,Yes,High school students are mature enough to discuss parenting topics,,Yes,"Everybody should know about how children grow and learn,Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,My partner’s parents,Pediatrician,Friends",Pediatrician,Pediatrician,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)",Parent/caregiver well-being (e.g. women’s well-being during pregnancy),Extremely important,Extremely important,79,94,90,9,94,84
P031,Georgia,Suburban,Father,Bachelor’s degree,"105,001 – 175,000 USD",Caucasian,Full-time job,Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,My partner’s parents,Friends",My parents,My parents,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)",Parenting behaviors and approaches (e.g. parenting styles).,Extremely important,Extremely important,30,80,60,60,85,90
P032,Arizona,Urban,Father,Bachelor’s degree,"105,001 – 175,000 USD",Caucasian,Full-time job,Public,Yes,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Pediatrician,Friends,School/Daycare",Pediatrician,My parents,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Parent-child relationships (e.g. how to build supportive relationships with a developing child),Child and family nutrition (e.g. how to provide proper nutrition),Very important,Very important,50,83,32,43,76,87
P033,Ohio,Suburban,Mother,Bachelor’s degree,"175,001 – 250,000 USD",Caucasian,Full-time job,Public,No,No,Yes,Everybody should know about parenting because it will help them become more responsible parents,,Yes,"Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Internet search (e.g. through a Google search),Social media,Friends",Internet search (e.g. through a Google search),Social media groups for parents,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Agree,Agree,Slightly agree,Slightly disagree,Slightly agree,"Child physical development (e.g. body growth, motor skills, etc.)","Child physical development (e.g. body growth, motor skills, etc.)",Slightly important,Slightly important,35,26,61,61,69,73
P034,Indiana,Suburban,Mother,High school diploma/GED,"175,001 – 250,000 USD",Caucasian,Part-time job,Public,No,No,Yes,Everybody should know about parenting because it will help them become more responsible parents,,Yes,Everybody should know about how children grow and learn,,"My parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Social media,Friends",Friends,Friends,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Disagree,Parent-child relationships (e.g. how to build supportive relationships with a developing child),Parent/caregiver well-being (e.g. women’s well-being during pregnancy),Slightly important,Slightly important,31,90,82,31,99,85
P035,Illinois,Suburban,Mother,Bachelor’s degree,"105,001 – 175,000 USD",Caucasian,Full-time job,Public,Yes,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Pediatrician,Online discussion platform,Friends",My parents,My parents,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)",Parenting behaviors and approaches (e.g. parenting styles).,Extremely important,Extremely important,34,92,90,52,94,86
P036,New York,Suburban,Mother,"Doctoral degree (e.g. MD, PhD, EdD) or Professional degree (e.g. JD)","175,001 – 250,000 USD",Caucasian,Full-time job,Public,No,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Pediatrician,Books,Academic journals,Social media,Online discussion platform,Friends,School/Daycare",Pediatrician,The internet (e.g. through a Google search),Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)","Child physical development (e.g. body growth, motor skills, etc.)",Very important,Very important,75,90,70,35,95,95
P037,Maryland,Suburban,Father,Bachelor’s degree,"More than 250,000 USD",African-American,Full-time job,Public,No,Yes,No,,"They are too young to be thinking about parenting,High school is not the right place to learn about parenting,Learning about parenting might encourage adolescents to have children before they would otherwise",No,,"They don't need to know about child development at this age,High school is not the right place to learn about child development,Learning about child development might encourage adolescents to have children before they would otherwise","Parenting newsletters/ subscription,Friends,Religious organizations,School/Daycare",Friends,Friends,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Slightly agree,Strongly disagree,Strongly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly agree,Slightly agree,Slightly disagree,Child social and emotional development (e.g. regulating emotions),Child and family nutrition (e.g. how to provide proper nutrition),Not important,Slightly important,61,81,80,65,85,86
P038,Florida,Suburban,Mother,Bachelor’s degree,"65,001 – 105,000 USD",Caucasian,Stay at home parent,Home School,Yes,No,No,,They are too young to be thinking about parenting,No,,"They don't need to know about child development at this age,High school is not the right place to learn about child development,Learning about child development might encourage adolescents to have children before they would otherwise","My parents,My partner’s parents,Internet search (e.g. through a Google search),Pediatrician,Books,Parenting newsletters/ subscription,Social media,Online discussion platform,Friends,Religious organizations",Pediatrician,Friends,Strongly agree,Agree,Strongly disagree,Strongly agree,Disagree,Slightly agree,Agree,Disagree,Slightly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Child and family nutrition (e.g. how to provide proper nutrition),"Identifying health challenges (e.g. recognizing developmental issues, treating injury) with their children",Not important,Not important,50,100,88,47,100,90
P039,New York,Urban,Mother,Bachelor’s degree,"65,001 – 105,000 USD",Caucasian,Full-time job,Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,High school students are mature enough to discuss parenting topics",,Yes,"Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),Pediatrician,Books,Online discussion platform,Friends",Pediatrician,Online discussion platform,Agree,Agree,Strongly disagree,Agree,Disagree,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)","Child physical development (e.g. body growth, motor skills, etc.)",Very important,Very important,39,88,57,37,84,77
